ga:eventCategory,ga:eventAction,ga:eventLabel,ga:country,ga:date,ga:hour,ga:totalEvents,ga:uniqueEvents,ga:eventValue,ga:avgEventValue,ga:sessionsWithEvent,ga:eventsPerSessionWithEvent
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150311,9,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150311,17,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150312,11,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150313,11,2,1,32738,16369,1,2
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150313,12,2,1,32738,16369,0,0
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150313,21,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150313,22,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150314,3,3,1,49107,16369,1,3
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150314,21,3,1,49107,16369,1,3
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150314,23,2,1,32738,16369,1,2
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150315,1,3,1,49107,16369,1,3
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150315,2,6,1,98214,16369,1,6
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150315,4,2,1,32738,16369,1,2
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150315,6,2,1,32738,16369,1,2
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150315,8,3,1,49107,16369,1,3
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150315,10,5,1,81845,16369,1,5
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150315,11,3,1,49107,16369,0,0
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150315,13,2,1,32738,16369,1,2
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150315,20,4,1,65476,16369,1,4
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150316,11,2,1,32738,16369,1,2
mmViewStandings,16369: BannerAnnotate,anonymous,Singapore,20150316,18,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150309,7,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150309,8,2,1,32738,16369,1,2
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150310,1,8,1,130952,16369,1,8
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150310,4,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150310,7,4,2,65476,16369,2,2
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150310,8,1,1,16369,16369,0,0
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150310,9,2,1,32738,16369,1,2
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150311,18,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150313,20,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150313,21,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150314,20,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150314,22,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150315,1,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150315,2,2,2,32738,16369,2,1
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150315,3,1,1,16369,16369,0,0
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150315,5,2,1,32738,16369,1,2
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150315,6,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150315,7,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150315,8,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150315,9,2,1,32738,16369,0,0
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150315,10,2,1,32738,16369,1,2
mmViewStandings,16369: BannerAnnotate,d_jash,Singapore,20150315,21,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,ecv,Slovenia,20150311,5,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,ecv,Slovenia,20150311,10,2,1,32738,16369,1,2
mmViewStandings,16369: BannerAnnotate,ecv,Slovenia,20150313,9,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,ecv,Spain,20150308,18,2,1,32738,16369,1,2
mmViewStandings,16369: BannerAnnotate,ecv,Spain,20150312,17,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,haipt81,Singapore,20150310,5,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,haipt81,Singapore,20150310,22,3,1,49107,16369,1,3
mmViewStandings,16369: BannerAnnotate,haipt81,Singapore,20150310,23,5,1,81845,16369,1,5
mmViewStandings,16369: BannerAnnotate,haipt81,Singapore,20150311,3,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,haipt81,Singapore,20150311,4,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,haipt81,Singapore,20150312,7,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,haipt81,Singapore,20150312,22,3,1,49107,16369,1,3
mmViewStandings,16369: BannerAnnotate,haipt81,Singapore,20150315,22,4,1,65476,16369,1,4
mmViewStandings,16369: BannerAnnotate,haipt81,Singapore,20150315,23,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,haipt81,Singapore,20150316,0,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,haipt81,Singapore,20150316,4,20,1,327380,16369,1,20
mmViewStandings,16369: BannerAnnotate,haipt81,Singapore,20150316,5,3,1,49107,16369,1,3
mmViewStandings,16369: BannerAnnotate,haipt81,Singapore,20150316,6,1,1,16369,16369,0,0
mmViewStandings,16369: BannerAnnotate,ksma,Hong Kong,20150310,22,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,ksma,Hong Kong,20150312,12,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,madbn,United Kingdom,20150308,13,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,madbn,United Kingdom,20150308,14,3,1,49107,16369,1,3
mmViewStandings,16369: BannerAnnotate,madbn,United Kingdom,20150309,7,2,1,32738,16369,1,2
mmViewStandings,16369: BannerAnnotate,madbn,United Kingdom,20150309,19,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,madbn,United Kingdom,20150311,3,3,1,49107,16369,1,3
mmViewStandings,16369: BannerAnnotate,madbn,United Kingdom,20150314,18,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,madbn,United Kingdom,20150315,7,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,madbn,United Kingdom,20150315,8,2,1,32738,16369,0,0
mmViewStandings,16369: BannerAnnotate,net_buster,Poland,20150308,13,3,1,49107,16369,1,3
mmViewStandings,16369: BannerAnnotate,net_buster,Poland,20150308,14,2,1,32738,16369,0,0
mmViewStandings,16369: BannerAnnotate,net_buster,Poland,20150308,15,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,net_buster,Poland,20150308,16,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,net_buster,Poland,20150308,18,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,net_buster,Poland,20150309,14,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,net_buster,Poland,20150310,1,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,net_buster,Poland,20150310,15,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,net_buster,Poland,20150311,13,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,net_buster,Poland,20150314,3,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,net_buster,Poland,20150316,2,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,sabbathist,Belarus,20150311,16,5,1,81845,16369,1,5
mmViewStandings,16369: BannerAnnotate,zizo0003,Egypt,20150308,13,1,1,16369,16369,1,1
mmViewStandings,16369: BannerAnnotate,zizo0003,Egypt,20150310,17,2,1,32738,16369,1,2
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150308,14,2,1,32740,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150308,17,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150308,21,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150309,10,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150309,13,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150309,22,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150310,13,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150311,14,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150311,17,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150313,21,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150314,11,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150314,12,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150315,1,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150315,22,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150316,8,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150316,14,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,G0rynich,United States,20150317,22,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,JacoCronje,South Africa,20150308,15,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,JacoCronje,South Africa,20150309,4,2,1,32740,16370,0,0
mmViewStandings,16370: BannerAnnotate,JacoCronje,South Africa,20150309,9,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,JacoCronje,South Africa,20150310,4,1,1,16370,16370,0,0
mmViewStandings,16370: BannerAnnotate,NobuMiu,Singapore,20150310,9,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,NobuMiu,Singapore,20150311,13,5,1,81850,16370,1,5
mmViewStandings,16370: BannerAnnotate,NobuMiu,Singapore,20150312,20,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,NobuMiu,Singapore,20150313,10,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,Vetteru,Japan,20150309,1,3,1,49110,16370,1,3
mmViewStandings,16370: BannerAnnotate,Vetteru,Japan,20150312,4,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,Vetteru,Japan,20150312,7,3,1,49110,16370,1,3
mmViewStandings,16370: BannerAnnotate,Vetteru,Japan,20150312,8,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,Vetteru,Japan,20150313,10,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,Vetteru,Japan,20150315,8,2,1,32740,16370,1,2
mmViewStandings,16370: BannerAnnotate,Vetteru,Japan,20150315,9,7,1,114590,16370,1,7
mmViewStandings,16370: BannerAnnotate,Vetteru,Japan,20150316,20,10,2,163700,16370,2,5
mmViewStandings,16370: BannerAnnotate,Vetteru,Japan,20150317,4,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,ablasco,United States,20150308,14,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,anonymous,Australia,20150313,0,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,anonymous,Bulgaria,20150315,10,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,anonymous,Singapore,20150308,14,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,anonymous,Singapore,20150309,7,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,anonymous,Singapore,20150313,14,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,anonymous,Singapore,20150314,7,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,anonymous,Singapore,20150316,9,4,1,65480,16370,1,4
mmViewStandings,16370: BannerAnnotate,bohuss,Slovakia,20150309,2,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,bohuss,Slovakia,20150309,5,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,bohuss,Slovakia,20150310,5,4,1,65480,16370,1,4
mmViewStandings,16370: BannerAnnotate,bohuss,Slovakia,20150310,10,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,bohuss,Slovakia,20150311,2,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,bohuss,Slovakia,20150312,16,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,bohuss,Slovakia,20150314,9,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,caustique,Germany,20150314,6,4,1,65480,16370,1,4
mmViewStandings,16370: BannerAnnotate,jonathanps,United States,20150308,13,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,jonathanps,United States,20150309,9,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,marshmallow,Australia,20150308,16,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150308,13,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150309,6,2,1,32740,16370,1,2
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150309,9,2,1,32740,16370,1,2
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150309,17,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150310,12,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150310,13,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150310,17,2,1,32740,16370,1,2
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150311,5,12,1,196440,16370,1,12
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150311,6,4,1,65480,16370,0,0
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150311,7,2,1,32740,16370,1,2
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150311,11,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150311,16,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150312,3,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150312,5,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150313,2,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150313,3,2,1,32740,16370,1,2
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150314,3,2,1,32740,16370,1,2
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150314,7,3,1,49110,16370,1,3
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150314,9,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150314,13,3,1,49110,16370,1,3
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150314,21,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150315,5,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150315,6,3,2,49110,16370,1,3
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150315,7,3,1,49110,16370,0,0
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150315,8,2,1,32740,16370,1,2
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150315,9,5,1,81850,16370,0,0
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150315,10,3,2,49110,16370,0,0
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150315,13,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150315,14,4,1,65480,16370,1,4
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150315,15,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150315,17,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150315,23,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150316,4,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150316,5,2,1,32740,16370,1,2
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150316,6,3,1,49110,16370,1,3
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150316,7,4,2,65480,16370,2,2
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150316,8,7,3,114590,16370,1,7
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150316,9,2,1,32740,16370,0,0
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150316,10,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150316,11,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150316,13,4,2,65480,16370,2,2
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150316,18,2,1,32740,16370,1,2
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150317,17,3,1,49110,16370,1,3
mmViewStandings,16370: BannerAnnotate,mln,Bulgaria,20150317,18,1,1,16370,16370,1,1
mmViewStandings,16370: BannerAnnotate,vuchko,Ireland,20150308,17,1,1,16370,16370,1,1
mmViewStandings,16371: BannerAnnotate,Fdg,Ukraine,20150308,15,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,Fdg,Ukraine,20150308,16,2,1,32742,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150308,14,2,1,32742,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150308,17,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150308,21,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150309,10,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150309,13,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150309,22,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150310,13,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150311,14,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150311,17,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150313,21,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150314,11,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150314,12,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150315,1,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150315,22,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150316,8,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150316,14,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,G0rynich,United States,20150317,22,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,JacoCronje,South Africa,20150308,15,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,JacoCronje,South Africa,20150309,4,2,1,32742,16371,0,0
mmViewStandings,16371: BannerAnnotate,JacoCronje,South Africa,20150309,9,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,JacoCronje,South Africa,20150310,4,2,1,32742,16371,0,0
mmViewStandings,16371: BannerAnnotate,Sord,United States,20150308,18,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,Sord,United States,20150309,1,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,Sord,United States,20150309,2,4,1,65484,16371,0,0
mmViewStandings,16371: BannerAnnotate,Sord,United States,20150310,0,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,Sord,United States,20150315,18,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,VArt,Belarus,20150314,7,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Argentina,20150308,17,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Argentina,20150308,21,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Argentina,20150309,0,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Argentina,20150309,21,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Argentina,20150309,23,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Argentina,20150310,5,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Argentina,20150310,6,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150309,3,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150309,4,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150309,5,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150309,6,2,1,32742,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150309,8,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150309,11,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150309,19,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150310,9,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150310,10,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150310,11,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150310,13,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150310,14,5,1,81855,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150310,15,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150310,16,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150310,20,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150311,8,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150311,11,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150311,12,6,1,98226,16371,1,6
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150311,14,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150312,2,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150312,5,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150312,6,5,1,81855,16371,1,5
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150312,7,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150312,8,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150312,9,5,1,81855,16371,1,5
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150312,10,4,1,65484,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150312,11,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150313,8,10,2,163710,16371,2,5
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150313,9,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150313,14,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150315,11,2,1,32742,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150315,14,8,1,130968,16371,1,8
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150315,15,3,1,49113,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150315,16,12,2,196452,16371,2,6
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150315,17,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150315,18,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150315,19,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150315,20,3,1,49113,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150316,5,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150316,6,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150316,9,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150316,11,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150316,12,27,2,442017,16371,1,27
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150316,13,4,2,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150316,14,4,1,65484,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150316,15,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150316,16,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150316,18,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150317,17,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Belarus,20150317,21,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150309,1,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150309,10,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150310,0,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150310,2,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150310,5,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150310,6,5,1,81855,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150310,8,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150310,13,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150310,15,2,1,32742,16371,1,2
