ga:eventCategory,ga:eventAction,ga:eventLabel,ga:country,ga:date,ga:hour,ga:totalEvents,ga:uniqueEvents,ga:eventValue,ga:avgEventValue,ga:sessionsWithEvent,ga:eventsPerSessionWithEvent
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150310,16,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150310,17,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150310,22,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150311,3,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150311,7,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150311,10,2,2,32742,16371,2,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150311,11,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150311,14,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150312,1,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150312,4,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150312,5,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150312,7,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150312,9,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150312,10,4,1,65484,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150312,11,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150312,12,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150312,13,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150312,15,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150313,1,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150313,5,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150313,15,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150314,1,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150314,11,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150315,7,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150315,10,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150315,11,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150316,0,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150316,7,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150316,9,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150316,12,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,India,20150317,1,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Singapore,20150310,8,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150308,16,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150308,17,2,1,32742,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150309,0,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150309,7,2,2,32742,16371,2,1
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150309,10,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150309,12,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150310,15,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150311,14,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150311,15,5,1,81855,16371,0,0
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150311,16,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150311,17,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150312,14,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150314,4,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150314,9,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150314,15,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150314,16,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150315,12,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150315,15,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,Ukraine,20150315,16,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,anonymous,United States,20150311,14,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150308,17,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150308,18,3,3,49113,16371,3,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150308,20,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150308,21,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150308,22,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150309,8,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150309,10,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150309,14,3,2,49113,16371,2,1.5
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150309,15,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150309,19,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150309,20,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150310,10,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150310,13,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150310,20,6,1,98226,16371,1,6
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150310,21,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150310,22,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150310,23,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150311,0,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150311,1,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150311,5,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150311,9,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150311,12,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150311,14,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150311,15,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150311,16,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150311,17,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150311,19,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150311,20,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150311,22,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150312,0,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150312,2,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150312,4,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150312,10,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150312,11,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150312,12,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150312,13,5,1,81855,16371,1,5
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150312,15,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150312,17,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150312,18,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150312,23,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150313,0,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150313,9,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150313,17,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150313,19,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150313,20,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150313,22,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150314,1,5,1,81855,16371,1,5
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150314,10,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150314,12,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150314,14,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150314,15,6,1,98226,16371,1,6
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150314,20,5,1,81855,16371,1,5
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150314,22,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150314,23,2,1,32742,16371,0,0
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150315,0,8,1,130968,16371,1,8
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150315,1,2,1,32742,16371,0,0
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150315,2,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150315,4,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150315,6,5,1,81855,16371,1,5
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150315,10,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150315,11,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150315,12,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150315,15,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150315,17,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150315,18,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150315,21,4,2,65484,16371,2,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150315,22,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150315,23,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150316,0,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150316,2,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150316,3,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150316,6,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150316,8,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150316,9,6,1,98226,16371,1,6
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150316,12,11,1,180081,16371,1,11
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150316,13,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150316,17,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150317,0,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150317,3,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,brev,Ukraine,20150317,6,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,chandan047,India,20150308,21,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,chandan047,India,20150312,11,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,chandan047,India,20150313,11,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,chandan047,India,20150313,16,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,chandan047,India,20150313,18,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,chandan047,India,20150313,20,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,chandan047,India,20150313,21,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,chandan047,India,20150314,7,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150308,13,7,2,114597,16371,2,3.5
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150308,14,3,2,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150308,15,3,2,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150308,16,4,1,65484,16371,0,0
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150308,17,6,1,98226,16371,1,6
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150308,18,4,1,65484,16371,0,0
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150308,19,8,1,130968,16371,1,8
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150308,20,4,1,65484,16371,0,0
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150309,15,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150309,17,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150309,18,3,2,49113,16371,2,1.5
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150309,20,10,2,163710,16371,2,5
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150309,21,10,1,163710,16371,0,0
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150309,22,3,1,49113,16371,0,0
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150310,4,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150310,5,6,1,98226,16371,1,6
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150310,7,5,1,81855,16371,1,5
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150310,8,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150310,9,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150310,10,9,1,147339,16371,0,0
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150310,11,4,1,65484,16371,0,0
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150310,12,7,1,114597,16371,0,0
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150310,13,10,1,163710,16371,0,0
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150310,16,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150310,18,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150310,19,10,1,163710,16371,0,0
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150311,5,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150311,6,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150311,9,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150311,10,10,1,163710,16371,1,10
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150311,11,14,1,229194,16371,0,0
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150312,13,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150312,14,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150312,15,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150312,16,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150312,17,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150312,18,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150312,20,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150312,21,2,2,32742,16371,2,1
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150312,23,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150313,17,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150314,9,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150314,12,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150314,13,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150314,15,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150314,18,5,1,81855,16371,1,5
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150314,19,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150314,20,6,1,98226,16371,0,0
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150314,21,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150314,22,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150315,0,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150315,6,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150315,9,6,1,98226,16371,1,6
mmViewStandings,16371: BannerAnnotate,sas4eka,Belarus,20150315,11,12,1,196452,16371,1,12
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150308,20,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150309,11,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150309,12,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150309,13,10,1,163710,16371,0,0
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150309,14,2,1,32742,16371,0,0
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150309,20,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150310,15,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150310,19,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150310,20,7,1,114597,16371,0,0
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150310,21,2,1,32742,16371,0,0
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150311,4,7,1,114597,16371,1,7
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150311,10,8,2,130968,16371,2,4
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150311,11,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150311,12,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150311,13,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150311,15,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150311,17,3,1,49113,16371,1,3
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150311,19,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150311,20,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150311,21,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150312,12,3,2,49113,16371,2,1.5
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150312,19,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150313,9,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150313,10,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150313,17,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150313,22,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150314,13,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150314,21,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150315,20,4,1,65484,16371,1,4
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150315,21,1,1,16371,16371,0,0
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150316,9,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150316,16,1,1,16371,16371,1,1
mmViewStandings,16371: BannerAnnotate,smudge,United States,20150317,12,2,1,32742,16371,1,2
mmViewStandings,16371: BannerAnnotate,zhanyi658657,Singapore,20150314,23,1,1,16371,16371,1,1
mmViewStandings,16373: BannerAnnotate,G0rynich,United States,20150308,14,2,1,32746,16373,0,0
mmViewStandings,16373: BannerAnnotate,G0rynich,United States,20150308,17,1,1,16373,16373,0,0
mmViewStandings,16373: BannerAnnotate,G0rynich,United States,20150308,21,1,1,16373,16373,0,0
mmViewStandings,16373: BannerAnnotate,G0rynich,United States,20150309,8,1,1,16373,16373,1,1
mmViewStandings,16373: BannerAnnotate,G0rynich,United States,20150309,10,1,1,16373,16373,0,0
mmViewStandings,16373: BannerAnnotate,G0rynich,United States,20150309,13,1,1,16373,16373,0,0
mmViewStandings,16373: BannerAnnotate,G0rynich,United States,20150309,22,1,1,16373,16373,0,0
mmViewStandings,16373: BannerAnnotate,G0rynich,United States,20150310,13,1,1,16373,16373,0,0
mmViewStandings,16373: BannerAnnotate,G0rynich,United States,20150311,14,1,1,16373,16373,0,0
mmViewStandings,16373: BannerAnnotate,G0rynich,United States,20150311,17,1,1,16373,16373,0,0
mmViewStandings,16373: BannerAnnotate,G0rynich,United States,20150313,21,1,1,16373,16373,0,0
mmViewStandings,16373: BannerAnnotate,G0rynich,United States,20150314,11,1,1,16373,16373,0,0
