ga:eventCategory,ga:eventAction,ga:eventLabel,ga:country,ga:date,ga:hour,ga:pagePath,ga:totalEvents,ga:uniqueEvents,ga:eventValue,ga:avgEventValue,ga:sessionsWithEvent,ga:eventsPerSessionWithEvent,ga:timeOnPage
mmViewStandings,16375: BannerAnnotate,anonymous,United States,20150318,19,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,anonymous,United States,20150321,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,cheaps,United States,20150308,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,0,0,0
mmViewStandings,16375: BannerAnnotate,cheaps,United States,20150309,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,cheaps,United States,20150310,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,cheaps,United States,20150311,20,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,cheaps,United States,20150313,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,cheaps,United States,20150316,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,cheaps,United States,20150317,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150310,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150311,4,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150311,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150312,4,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150312,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150312,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,5,1,78122,15624.4,1,5,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150312,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150312,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,5,1,78122,15624.4,1,5,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150313,5,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,2,39061,19530.5,2,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150314,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150314,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150315,5,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150315,8,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150316,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150316,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150317,3,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150317,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150317,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150318,4,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,goldfinch,Russia,20150318,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150308,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150308,20,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150308,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150309,0,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150309,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150309,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150309,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150309,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150309,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,6,1,97652,16275.33333,1,6,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150309,19,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150309,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150310,0,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150310,1,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150310,2,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150310,8,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150310,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150310,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150310,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,4,1,58591,14647.75,1,4,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150310,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,4,1,58591,14647.75,1,4,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150310,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150310,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150310,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150310,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150311,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150311,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150311,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150311,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,5,2,78122,15624.4,2,2.5,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150312,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150312,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,4,1,58591,14647.75,1,4,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150312,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,2,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150312,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150312,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150312,22,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150312,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,2,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150313,0,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,8,1,136713,17089.125,1,8,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150313,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150313,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,4,1,58591,14647.75,1,4,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150313,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150313,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150313,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150314,1,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150314,2,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150314,3,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150314,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,5,1,78122,15624.4,1,5,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150314,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150314,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150314,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150314,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150315,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150315,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150315,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150315,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150315,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150315,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150315,22,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150315,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150316,0,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,10,1,156243,15624.3,1,10,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150316,1,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,12,1,195304,16275.33333,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150316,2,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,12,2,195304,16275.33333,1,12,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150316,3,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150316,7,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,5,1,78122,15624.4,1,5,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150316,8,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150316,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,5,1,78122,15624.4,1,5,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150316,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,5,2,78122,15624.4,1,5,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150316,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,8,4,136713,17089.125,4,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150316,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,7,1,117183,16740.42857,1,7,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150316,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,7,1,117183,16740.42857,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150316,19,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150316,20,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,2,39061,19530.5,2,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150316,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,4,2,58591,14647.75,1,4,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150317,0,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150317,1,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150317,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,2,39061,19530.5,2,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150317,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150317,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150317,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150317,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150317,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150317,22,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150317,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150318,0,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150318,1,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150318,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150318,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150318,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150318,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150318,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,0,0,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150318,15,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,2,1,39061,19530.5,1,2,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150318,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150319,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,soybean,United States,20150323,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,tanzaku,Japan,20150308,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,tanzaku,Japan,20150309,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,tanzaku,Japan,20150312,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,tanzaku,Japan,20150313,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,tanzaku,Japan,20150313,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16375: BannerAnnotate,tanzaku,Japan,20150313,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16375,1,1,19530,19530,1,1,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150311,18,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,1,1,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150311,19,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,2,1,39063,19531.5,0,0,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150311,20,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,2,1,39063,19531.5,1,2,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150311,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,2,1,39063,19531.5,1,2,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150312,0,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,2,1,39063,19531.5,1,2,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150312,3,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,1,1,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150312,5,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,4,1,58595,14648.75,1,4,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150312,6,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,2,1,39063,19531.5,1,2,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150312,7,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,1,1,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150312,9,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,1,1,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150313,7,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,4,1,58595,14648.75,1,4,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150313,8,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,1,1,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150313,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,1,1,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150313,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,6,1,97658,16276.33333,1,6,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150316,4,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,2,1,39063,19531.5,1,2,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150316,7,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,10,1,156253,15625.3,1,10,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150316,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,18,1,292974,16276.33333,1,18,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150316,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,2,1,39063,19531.5,1,2,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150316,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,1,1,0
mmViewStandings,16376: BannerAnnotate,Breusov,Ukraine,20150316,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,17,1,273443,16084.88235,1,17,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150308,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,2,1,39063,19531.5,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150308,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150308,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150309,10,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150309,13,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150309,22,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,2,1,39063,19531.5,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150311,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150311,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,2,1,39063,19531.5,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150313,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150314,11,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150314,12,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,2,1,39063,19531.5,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150315,1,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150315,23,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150316,8,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,2,1,39063,19531.5,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150316,14,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150317,22,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150318,17,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150318,21,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,2,1,39063,19531.5,0,0,0
mmViewStandings,16376: BannerAnnotate,G0rynich,United States,20150323,16,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,0,0,0
mmViewStandings,16376: BannerAnnotate,JacoCronje,South Africa,20150309,4,'/community.topcoder.com/longcontest/?module=ViewStandings&rd=16376,1,1,19532,19532,0,0,0
